account_id,signup_date,utm_source,utm_campaign,ref,account_type
ACC4879,07/15/2025,Googel Ads,Campaign_B,,Normal
ACC4880,2025-06-14,LinkedIn,Campaign_C,,normal
ACC4881,2025-06-07,Referral,Campaign_B,,AGENCY
ACC4882,07/15/2025,Referral,Campaing_B,,Normal
ACC4883,2025/08/01,Referral,Campaing_B,,AGENCY
ACC4884,2025-06-14,Google Ads,Campaign_A,,agency
ACC4885,2025/08/01,,Campaign_A,occur,normal
ACC4886,2025-08-02,LinkedIn,Campaign_B,,AGENCY
ACC4887,07/15/2025,Google Ads,Campaign_B,,agency
ACC4888,07/15/2025,Googel Ads,Campaign_A,,Normal
ACC4889,2025-08-02,Organic,Campaign_B,,agency
ACC4890,2025-07-08,LinkedIn,Campaign_C,,normal
ACC4891,2025-06-01,LinkedIn,Campaign_A,,agency
ACC4892,07/15/2025,Google Ads,Campaign_A,,AGENCY
ACC4893,2025/08/01,LinkedIn,Campaign_C,,normal
ACC4894,07/15/2025,Google Ads,Campaign_A,exactly,AGENCY
ACC4895,2025-07-25,Google Ads,Campaign_C,,AGENCY
ACC4896,2025-06-03,LinkedIn,Campaign_B,,agency
ACC4897,2025-07-12,Google Ads,Campaign_B,become,agency
ACC4898,2025/08/01,Organic,Campaign_A,,normal
ACC4899,2025/08/01,Referral,Campaign_C,talk,AGENCY
ACC4900,07/15/2025,Referral,Campaign_B,,Normal
ACC4901,2025/08/01,Google Ads,Campaign_C,,agency
ACC4902,07/15/2025,Organic,Campaign_B,,Normal
ACC4903,2025-07-05,Google Ads,Campaign_A,,agency
ACC4904,07/15/2025,,Campaign_B,,Normal
ACC4905,2025-07-15,Referral,Campaign_B,,AGENCY
ACC4906,07/15/2025,Googel Ads,Campaign_B,type,Normal
ACC4907,2025/08/01,,Campaign_B,,agency
ACC4908,2025-07-06,Googel Ads,Campaing_B,,AGENCY
ACC4909,2025/08/01,Organic,Campaign_B,her,Normal
ACC4910,2025/08/01,Organic,Campaing_B,,AGENCY
ACC4911,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC4912,2025/08/01,LinkedIn,Campaign_A,,agency
ACC4913,2025-07-03,Organic,Campaign_A,,Normal
ACC4914,07/15/2025,Referral,Campaign_B,treatment,agency
ACC4915,07/15/2025,LinkedIn,Campaign_C,right,Normal
ACC4916,2025/08/01,Organic,Campaign_B,ability,agency
ACC4917,2025/08/01,Organic,Campaign_C,,Normal
ACC4918,07/15/2025,Googel Ads,Campaign_B,choice,AGENCY
ACC4919,07/15/2025,Referral,Campaign_A,improve,normal
ACC4920,2025/08/01,Organic,Campaign_B,,normal
ACC4921,07/15/2025,LinkedIn,Campaign_A,,AGENCY
ACC4922,2025-06-22,Referral,Campaign_C,,agency
ACC4923,2025/08/01,Googel Ads,Campaign_C,,AGENCY
ACC4924,07/15/2025,Organic,Campaign_C,cover,Normal
ACC4925,2025-08-17,Google Ads,Campaign_B,value,agency
ACC4926,07/15/2025,Referral,Campaign_B,,Normal
ACC4927,2025/08/01,LinkedIn,Campaign_B,weight,normal
ACC4928,2025-08-04,Referral,Campaing_B,left,agency
ACC4929,2025-07-16,,Campaing_B,five,normal
ACC4930,2025-06-19,,Campaign_B,station,AGENCY
ACC4931,2025/08/01,Googel Ads,Campaign_A,under,normal
ACC4932,2025-08-13,Google Ads,Campaign_B,,AGENCY
ACC4933,2025-08-14,Google Ads,Campaing_B,,normal
ACC4934,07/15/2025,,Campaing_B,free,normal
ACC4935,07/15/2025,LinkedIn,Campaign_C,,normal
ACC4936,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC4937,07/15/2025,Referral,Campaign_A,,normal
ACC4938,07/15/2025,Referral,Campaign_B,,agency
ACC4939,2025-08-04,Organic,Campaign_B,,AGENCY
ACC4940,2025-07-18,Organic,Campaign_B,,normal
ACC4941,07/15/2025,Google Ads,Campaing_B,expect,AGENCY
ACC4942,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC4943,2025-08-28,LinkedIn,Campaign_B,,AGENCY
ACC4944,07/15/2025,Google Ads,Campaign_B,,Normal
ACC4945,2025-08-16,Organic,Campaing_B,,normal
ACC4946,2025-08-21,LinkedIn,Campaign_C,,normal
ACC4947,2025/08/01,Googel Ads,Campaign_C,,AGENCY
ACC4948,2025/08/01,Google Ads,Campaign_A,chair,Normal
ACC4949,07/15/2025,LinkedIn,Campaign_B,me,AGENCY
ACC4950,2025-08-27,Google Ads,Campaing_B,,normal
ACC4951,07/15/2025,Googel Ads,Campaing_B,,Normal
ACC4952,07/15/2025,Organic,Campaing_B,heart,AGENCY
ACC4953,2025/08/01,,Campaign_C,out,AGENCY
ACC4954,2025-07-27,LinkedIn,Campaign_C,,agency
ACC4955,2025-06-09,,Campaign_A,,Normal
ACC4956,07/15/2025,Google Ads,Campaign_A,,normal
ACC4957,07/15/2025,Google Ads,Campaign_C,economic,Normal
ACC4958,2025/08/01,,Campaign_A,,agency
ACC4959,07/15/2025,Googel Ads,Campaign_C,,normal
ACC4960,2025-06-21,Referral,Campaign_A,,AGENCY
ACC4961,2025-07-25,Google Ads,Campaign_C,walk,normal
ACC4962,07/15/2025,Google Ads,Campaing_B,,Normal
ACC4963,2025/08/01,Googel Ads,Campaing_B,,Normal
ACC4964,2025-07-07,LinkedIn,Campaign_C,window,Normal
ACC4965,2025-07-21,Google Ads,Campaign_C,positive,normal
ACC4966,07/15/2025,Organic,Campaing_B,,agency
ACC4967,2025/08/01,Organic,Campaign_A,,AGENCY
ACC4968,07/15/2025,Referral,Campaign_A,building,normal
ACC4969,07/15/2025,Referral,Campaign_A,over,agency
ACC4970,2025/08/01,Organic,Campaign_A,,Normal
ACC4971,07/15/2025,,Campaign_A,,AGENCY
ACC4972,2025/08/01,Organic,Campaign_A,data,Normal
ACC4973,07/15/2025,,Campaign_C,,AGENCY
ACC4974,07/15/2025,LinkedIn,Campaign_A,,normal
ACC4975,2025-07-11,Organic,Campaign_B,star,AGENCY
ACC4976,07/15/2025,Referral,Campaing_B,,agency
ACC4977,2025/08/01,Google Ads,Campaign_B,its,AGENCY
ACC4978,2025-06-29,Googel Ads,Campaign_A,marriage,AGENCY
ACC4979,2025-06-27,Referral,Campaign_C,,AGENCY
ACC4980,07/15/2025,Google Ads,Campaign_B,,agency
ACC4981,07/15/2025,,Campaing_B,fast,AGENCY
ACC4982,2025/08/01,Referral,Campaign_A,,AGENCY
ACC4983,2025-07-10,Google Ads,Campaing_B,,AGENCY
ACC4984,2025-08-02,Organic,Campaign_A,,agency
ACC4985,2025-08-25,,Campaing_B,,AGENCY
ACC4986,07/15/2025,Googel Ads,Campaign_B,commercial,AGENCY
ACC4987,07/15/2025,Googel Ads,Campaign_A,,normal
ACC4988,2025/08/01,Googel Ads,Campaing_B,,agency
ACC4989,2025/08/01,Referral,Campaign_C,event,Normal
ACC4990,2025-06-01,,Campaign_B,,agency
ACC4991,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC4992,07/15/2025,Google Ads,Campaign_C,apply,Normal
ACC4993,2025-07-08,,Campaing_B,,AGENCY
ACC4994,07/15/2025,Referral,Campaign_C,reduce,AGENCY
ACC4995,2025/08/01,,Campaign_A,agent,Normal
ACC4996,2025-06-14,Organic,Campaign_B,,agency
ACC4997,2025-07-12,LinkedIn,Campaign_A,,agency
ACC4998,2025/08/01,LinkedIn,Campaing_B,water,normal
ACC4999,07/15/2025,Referral,Campaing_B,,normal
ACC5000,2025-08-28,Organic,Campaign_B,pressure,Normal
ACC5001,2025/08/01,Referral,Campaign_A,,Normal
ACC5002,07/15/2025,Googel Ads,Campaign_B,kitchen,Normal
ACC5003,2025-06-16,Organic,Campaign_A,best,agency
ACC5004,2025-06-18,,Campaing_B,,normal
ACC5005,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC5006,2025-08-15,Organic,Campaign_A,third,AGENCY
ACC5007,2025-07-13,LinkedIn,Campaign_A,,agency
ACC5008,2025-07-11,Referral,Campaign_A,reach,Normal
ACC5009,2025-07-24,LinkedIn,Campaing_B,,agency
ACC5010,07/15/2025,Organic,Campaign_B,order,AGENCY
ACC5011,07/15/2025,Organic,Campaing_B,challenge,normal
ACC5012,2025/08/01,Google Ads,Campaing_B,,Normal
ACC5013,07/15/2025,Googel Ads,Campaign_C,in,agency
ACC5014,2025-08-07,LinkedIn,Campaing_B,,agency
ACC5015,07/15/2025,LinkedIn,Campaign_A,certain,normal
ACC5016,2025-08-14,Referral,Campaign_A,,AGENCY
ACC5017,07/15/2025,,Campaing_B,,AGENCY
ACC5018,2025-07-29,Organic,Campaign_B,,Normal
ACC5019,2025-07-03,Googel Ads,Campaing_B,,Normal
ACC5020,2025/08/01,Google Ads,Campaing_B,,normal
ACC5021,07/15/2025,Referral,Campaing_B,during,agency
ACC5022,2025-06-05,,Campaign_A,,agency
ACC5023,2025-07-25,LinkedIn,Campaign_A,,Normal
ACC5024,2025-08-20,Googel Ads,Campaign_A,,Normal
ACC5025,2025-07-20,Googel Ads,Campaign_B,hold,agency
ACC5026,2025-07-02,LinkedIn,Campaign_B,need,normal
ACC5027,2025-08-27,Referral,Campaign_A,foreign,agency
ACC5028,2025/08/01,Referral,Campaign_C,popular,normal
ACC5029,2025/08/01,LinkedIn,Campaign_C,,Normal
ACC5030,2025/08/01,Google Ads,Campaign_B,,Normal
ACC5031,2025-08-03,Googel Ads,Campaign_B,level,agency
ACC5032,07/15/2025,LinkedIn,Campaing_B,market,AGENCY
ACC5033,2025/08/01,Google Ads,Campaign_C,,agency
ACC5034,07/15/2025,Referral,Campaign_A,trial,normal
ACC5035,07/15/2025,Googel Ads,Campaing_B,,agency
ACC5036,2025-08-26,LinkedIn,Campaign_B,,AGENCY
ACC5037,07/15/2025,Organic,Campaign_C,,Normal
ACC5038,2025-06-26,Google Ads,Campaing_B,back,Normal
ACC5039,2025/08/01,LinkedIn,Campaing_B,,normal
ACC5040,2025-07-24,Organic,Campaing_B,year,agency
ACC5041,07/15/2025,LinkedIn,Campaing_B,model,AGENCY
ACC5042,07/15/2025,Organic,Campaign_C,nation,AGENCY
ACC5043,2025-06-23,LinkedIn,Campaign_A,,AGENCY
ACC5044,2025-06-11,Google Ads,Campaign_A,,agency
ACC5045,2025/08/01,Referral,Campaign_C,risk,Normal
ACC5046,2025-06-06,,Campaign_A,science,Normal
ACC5047,07/15/2025,Referral,Campaign_A,,normal
ACC5048,2025/08/01,LinkedIn,Campaign_A,,normal
ACC5049,2025/08/01,Google Ads,Campaing_B,,AGENCY
ACC5050,07/15/2025,Organic,Campaign_B,,Normal
ACC5051,2025-08-18,Google Ads,Campaign_B,,Normal
ACC5052,2025/08/01,Referral,Campaign_A,,agency
ACC5053,2025-08-06,Referral,Campaing_B,,normal
ACC5054,2025/08/01,Organic,Campaign_B,month,agency
ACC5055,2025/08/01,Googel Ads,Campaing_B,,normal
ACC5056,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC5057,2025/08/01,Referral,Campaing_B,,normal
ACC5058,07/15/2025,,Campaign_C,,agency
ACC5059,2025/08/01,LinkedIn,Campaign_C,,AGENCY
ACC5060,07/15/2025,LinkedIn,Campaing_B,affect,normal
ACC5061,07/15/2025,Organic,Campaing_B,him,agency
ACC5062,2025-07-03,,Campaign_C,,Normal
ACC5063,2025/08/01,Organic,Campaign_B,,agency
ACC5064,07/15/2025,Google Ads,Campaign_A,,agency
ACC5065,2025/08/01,,Campaing_B,stay,Normal
ACC5066,2025/08/01,Organic,Campaign_B,,Normal
ACC5067,2025/08/01,Google Ads,Campaign_A,challenge,agency
ACC5068,07/15/2025,Google Ads,Campaign_C,,agency
ACC5069,2025-07-25,Googel Ads,Campaing_B,,agency
ACC5070,07/15/2025,Google Ads,Campaign_B,,AGENCY
ACC5071,07/15/2025,Google Ads,Campaign_C,,agency
ACC5072,07/15/2025,Referral,Campaign_A,trade,agency
ACC5073,2025-07-26,,Campaign_A,,agency
ACC5074,2025-06-23,Googel Ads,Campaign_B,us,agency
ACC5075,07/15/2025,Google Ads,Campaign_A,,agency
ACC5076,2025-07-05,,Campaign_A,,normal
ACC5077,2025-08-24,Organic,Campaing_B,,normal
ACC5078,07/15/2025,Organic,Campaign_A,,AGENCY
ACC5079,2025-08-15,Organic,Campaing_B,by,AGENCY
ACC5080,2025/08/01,Googel Ads,Campaign_C,research,normal
ACC5081,2025-07-23,Organic,Campaign_B,red,Normal
ACC5082,07/15/2025,Organic,Campaign_B,memory,normal
ACC5083,2025-06-19,Organic,Campaign_A,agent,Normal
ACC5084,2025-06-26,Organic,Campaign_C,yet,agency
ACC5085,07/15/2025,Referral,Campaign_C,,normal
ACC5086,2025-08-23,Organic,Campaign_B,,AGENCY
ACC5087,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC5088,2025-08-21,Organic,Campaign_B,,Normal
ACC5089,2025-06-17,Referral,Campaing_B,house,AGENCY
ACC5090,07/15/2025,Google Ads,Campaing_B,others,normal
ACC5091,07/15/2025,Googel Ads,Campaign_B,if,Normal
ACC5092,2025-08-03,LinkedIn,Campaign_C,,agency
ACC5093,07/15/2025,Referral,Campaign_A,,agency
ACC5094,07/15/2025,Organic,Campaign_C,today,AGENCY
ACC5095,07/15/2025,Googel Ads,Campaign_A,magazine,Normal
ACC5096,2025/08/01,Referral,Campaign_B,,agency
ACC5097,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC5098,2025/08/01,Organic,Campaign_C,win,normal
ACC5099,2025-08-29,Googel Ads,Campaign_C,though,Normal
ACC5100,07/15/2025,Organic,Campaign_C,herself,normal
ACC5101,07/15/2025,LinkedIn,Campaign_C,,normal
ACC5102,2025-08-16,Googel Ads,Campaign_B,,normal
ACC5103,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC5104,07/15/2025,LinkedIn,Campaing_B,,Normal
ACC5105,07/15/2025,Google Ads,Campaing_B,,AGENCY
ACC5106,07/15/2025,,Campaign_C,,Normal
ACC5107,07/15/2025,LinkedIn,Campaing_B,opportunity,AGENCY
ACC5108,2025-07-21,Referral,Campaign_C,,normal
ACC5109,2025/08/01,,Campaign_A,article,agency
ACC5110,2025/08/01,LinkedIn,Campaign_A,design,Normal
ACC5111,2025/08/01,Organic,Campaing_B,else,Normal
ACC5112,07/15/2025,Organic,Campaing_B,rather,Normal
ACC5113,2025-08-21,,Campaign_B,,Normal
ACC5114,2025/08/01,Googel Ads,Campaign_B,building,normal
ACC5115,2025/08/01,Organic,Campaign_B,stop,AGENCY
ACC5116,2025-07-13,Googel Ads,Campaign_B,far,agency
ACC5117,07/15/2025,Googel Ads,Campaign_C,appear,normal
ACC5118,07/15/2025,Googel Ads,Campaing_B,,agency
ACC5119,07/15/2025,,Campaign_A,,AGENCY
ACC5120,2025/08/01,Organic,Campaign_B,,agency
ACC5121,2025/08/01,Googel Ads,Campaing_B,,normal
ACC5122,07/15/2025,,Campaign_C,seem,Normal
ACC5123,2025-07-22,Google Ads,Campaing_B,white,Normal
ACC5124,2025/08/01,Organic,Campaign_A,,AGENCY
ACC5125,07/15/2025,Google Ads,Campaing_B,,agency
ACC5126,2025-06-18,Google Ads,Campaing_B,ask,normal
ACC5127,2025/08/01,Googel Ads,Campaign_B,,normal
ACC5128,2025/08/01,Googel Ads,Campaign_B,,normal
ACC5129,07/15/2025,,Campaign_C,daughter,agency
ACC5130,07/15/2025,,Campaign_A,,AGENCY
ACC5131,07/15/2025,Googel Ads,Campaign_C,participant,AGENCY
ACC5132,2025-07-24,Google Ads,Campaign_B,,agency
ACC5133,2025-08-28,,Campaign_B,,Normal
ACC5134,2025/08/01,Googel Ads,Campaign_A,top,Normal
ACC5135,2025/08/01,Googel Ads,Campaing_B,,normal
ACC5136,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC5137,07/15/2025,LinkedIn,Campaign_A,,Normal
ACC5138,2025/08/01,LinkedIn,Campaign_C,before,Normal
ACC5139,2025-07-30,Google Ads,Campaign_B,,normal
ACC5140,2025/08/01,Google Ads,Campaing_B,,normal
ACC5141,07/15/2025,,Campaign_C,,agency
ACC5142,07/15/2025,,Campaign_A,pressure,AGENCY
ACC5143,07/15/2025,Googel Ads,Campaign_B,,normal
ACC5144,2025-06-30,Organic,Campaign_A,break,AGENCY
ACC5145,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC5146,2025-06-04,LinkedIn,Campaign_A,,normal
ACC5147,2025-07-18,Organic,Campaign_B,,agency
ACC5148,2025/08/01,Organic,Campaign_B,,Normal
ACC5149,2025/08/01,Referral,Campaign_A,,normal
ACC5150,2025/08/01,Googel Ads,Campaign_C,,agency
ACC5151,07/15/2025,,Campaign_C,act,normal
ACC5152,2025-07-09,Organic,Campaign_A,,AGENCY
ACC5153,2025-08-18,Organic,Campaing_B,,agency
ACC5154,2025-06-02,Googel Ads,Campaign_B,star,agency
ACC5155,07/15/2025,Google Ads,Campaign_B,,agency
ACC5156,07/15/2025,Referral,Campaign_C,tonight,Normal
ACC5157,07/15/2025,,Campaign_B,,Normal
ACC5158,2025/08/01,,Campaing_B,decision,normal
ACC5159,2025/08/01,,Campaign_C,,agency
ACC5160,2025/08/01,Referral,Campaign_B,,normal
ACC5161,2025-07-24,LinkedIn,Campaing_B,,agency
ACC5162,2025/08/01,Referral,Campaing_B,,normal
ACC5163,07/15/2025,,Campaing_B,memory,agency
ACC5164,07/15/2025,LinkedIn,Campaing_B,,agency
ACC5165,2025/08/01,Referral,Campaign_A,,Normal
ACC5166,07/15/2025,Referral,Campaign_A,,AGENCY
ACC5167,07/15/2025,,Campaign_A,level,AGENCY
ACC5168,07/15/2025,Googel Ads,Campaign_B,exist,Normal
ACC5169,2025/08/01,Organic,Campaing_B,thought,Normal
ACC5170,2025/08/01,Organic,Campaing_B,pattern,agency
ACC5171,2025-08-27,Organic,Campaign_A,,AGENCY
ACC5172,2025/08/01,Googel Ads,Campaing_B,,normal
ACC5173,2025/08/01,Referral,Campaing_B,,agency
ACC5174,2025-06-13,Referral,Campaign_B,,AGENCY
ACC5175,07/15/2025,Googel Ads,Campaign_B,trial,AGENCY
ACC5176,2025-07-08,Organic,Campaing_B,quite,agency
ACC5177,07/15/2025,Googel Ads,Campaign_B,,agency
ACC5178,2025/08/01,,Campaing_B,,AGENCY
ACC5179,07/15/2025,Googel Ads,Campaign_B,,AGENCY
ACC5180,2025-06-02,LinkedIn,Campaign_C,,agency
ACC5181,07/15/2025,Googel Ads,Campaign_B,save,Normal
ACC5182,2025/08/01,,Campaign_B,,normal
ACC5183,2025-06-15,Organic,Campaign_A,turn,normal
ACC5184,07/15/2025,Referral,Campaign_A,,AGENCY
ACC5185,2025-08-24,Googel Ads,Campaign_A,,agency
ACC5186,07/15/2025,,Campaign_A,travel,Normal
ACC5187,2025-06-11,Googel Ads,Campaing_B,,agency
ACC5188,2025/08/01,Organic,Campaign_B,social,AGENCY
ACC5189,2025/08/01,Organic,Campaign_C,foreign,agency
ACC5190,2025-06-28,Referral,Campaign_B,within,agency
ACC5191,2025-06-22,Google Ads,Campaing_B,,AGENCY
ACC5192,2025-07-26,Googel Ads,Campaign_C,,AGENCY
ACC5193,2025/08/01,Googel Ads,Campaign_A,,Normal
ACC5194,2025-07-07,Google Ads,Campaign_A,,Normal
ACC5195,2025-06-23,Organic,Campaing_B,,normal
ACC5196,07/15/2025,Googel Ads,Campaign_C,,agency
ACC5197,2025/08/01,,Campaign_C,sign,Normal
ACC5198,07/15/2025,Organic,Campaign_C,apply,agency
ACC5199,2025-06-29,,Campaign_B,,Normal
ACC5200,2025-08-17,Google Ads,Campaign_A,,AGENCY
ACC5201,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC5202,07/15/2025,Google Ads,Campaign_B,live,agency
ACC5203,2025/08/01,,Campaign_A,,agency
ACC5204,2025-07-17,LinkedIn,Campaing_B,loss,agency
ACC5205,2025-06-28,Referral,Campaign_C,,AGENCY
ACC5206,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC5207,2025/08/01,Googel Ads,Campaing_B,most,agency
ACC5208,2025-06-29,Google Ads,Campaing_B,,Normal
ACC5209,2025/08/01,Google Ads,Campaing_B,,normal
ACC5210,2025/08/01,Googel Ads,Campaign_C,oil,AGENCY
ACC5211,2025/08/01,LinkedIn,Campaign_C,top,Normal
ACC5212,2025-07-03,Referral,Campaign_A,,normal
ACC5213,07/15/2025,Googel Ads,Campaign_A,,Normal
ACC5214,2025-07-20,,Campaign_A,,AGENCY
ACC5215,2025/08/01,Googel Ads,Campaing_B,,Normal
ACC5216,2025/08/01,Google Ads,Campaing_B,name,AGENCY
ACC5217,2025-08-14,Google Ads,Campaign_C,sense,agency
ACC5218,2025-08-21,,Campaign_C,,Normal
ACC5219,07/15/2025,Google Ads,Campaign_B,,agency
ACC5220,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC5221,2025-07-06,,Campaign_A,she,Normal
ACC5222,2025/08/01,Googel Ads,Campaing_B,,Normal
ACC5223,2025/08/01,,Campaign_A,,AGENCY
ACC5224,2025-07-19,LinkedIn,Campaing_B,,agency
ACC5225,07/15/2025,Google Ads,Campaing_B,,AGENCY
ACC5226,2025-08-04,LinkedIn,Campaign_B,,AGENCY
ACC5227,2025-06-13,LinkedIn,Campaing_B,,Normal
ACC5228,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC5229,2025/08/01,Googel Ads,Campaing_B,sell,agency
ACC5230,2025/08/01,,Campaign_A,,normal
ACC5231,2025/08/01,,Campaign_C,order,normal
ACC5232,2025/08/01,LinkedIn,Campaing_B,,normal
ACC5233,2025/08/01,Referral,Campaign_C,,normal
ACC5234,07/15/2025,LinkedIn,Campaign_B,,normal
ACC5235,2025/08/01,Organic,Campaign_A,,AGENCY
ACC5236,2025/08/01,LinkedIn,Campaign_B,anyone,Normal
ACC5237,07/15/2025,,Campaign_A,,AGENCY
ACC5238,07/15/2025,,Campaign_C,,AGENCY
ACC5239,2025-08-06,Googel Ads,Campaign_B,,agency
ACC5240,2025-06-08,Referral,Campaing_B,,normal
ACC5241,2025/08/01,Referral,Campaign_B,,Normal
ACC5242,07/15/2025,Organic,Campaing_B,us,AGENCY
ACC5243,07/15/2025,,Campaing_B,third,Normal
ACC5244,2025-06-22,LinkedIn,Campaing_B,spring,Normal
ACC5245,07/15/2025,Organic,Campaing_B,ready,agency
ACC5246,2025/08/01,Organic,Campaign_A,,normal
ACC5247,2025-07-06,Organic,Campaing_B,possible,AGENCY
ACC5248,07/15/2025,Google Ads,Campaign_B,,normal
ACC5249,07/15/2025,Referral,Campaign_A,,normal
ACC5250,2025-06-01,Googel Ads,Campaign_A,,normal
ACC5251,2025-08-29,,Campaign_B,,normal
ACC5252,2025-06-14,Google Ads,Campaign_C,,agency
ACC5253,07/15/2025,Referral,Campaing_B,,Normal
ACC5254,2025-06-22,Googel Ads,Campaign_B,,normal
ACC5255,2025/08/01,Googel Ads,Campaing_B,bad,agency
ACC5256,07/15/2025,Referral,Campaing_B,,Normal
ACC5257,07/15/2025,,Campaign_B,war,Normal
ACC5258,2025/08/01,Googel Ads,Campaign_C,,Normal
ACC5259,2025-08-24,Googel Ads,Campaign_A,play,normal
ACC5260,2025-07-28,,Campaing_B,,Normal
ACC5261,07/15/2025,Referral,Campaign_C,,AGENCY
ACC5262,2025-06-15,Googel Ads,Campaign_C,key,normal
ACC5263,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC5264,2025-07-05,Organic,Campaign_A,,agency
ACC5265,07/15/2025,Google Ads,Campaing_B,another,Normal
ACC5266,2025/08/01,LinkedIn,Campaing_B,,normal
ACC5267,07/15/2025,Google Ads,Campaign_C,,Normal
ACC5268,07/15/2025,LinkedIn,Campaign_A,anything,AGENCY
ACC5269,2025/08/01,,Campaign_A,,AGENCY
ACC5270,07/15/2025,Organic,Campaign_A,,AGENCY
ACC5271,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC5272,2025-06-07,Googel Ads,Campaign_C,,AGENCY
ACC5273,2025-07-22,,Campaing_B,,Normal
ACC5274,2025/08/01,Referral,Campaing_B,,normal
ACC5275,07/15/2025,Google Ads,Campaign_A,,AGENCY
ACC5276,2025/08/01,Referral,Campaing_B,,agency
ACC5277,07/15/2025,Google Ads,Campaign_B,total,Normal
ACC5278,07/15/2025,Referral,Campaing_B,,normal
ACC5279,07/15/2025,Google Ads,Campaign_B,five,AGENCY
ACC5280,2025/08/01,Google Ads,Campaign_C,life,normal
ACC5281,2025-08-13,Googel Ads,Campaign_B,short,normal
ACC5282,07/15/2025,Organic,Campaign_B,rather,agency
ACC5283,2025-08-17,,Campaing_B,office,agency
ACC5284,07/15/2025,Referral,Campaign_C,now,agency
ACC5285,2025-08-19,Referral,Campaign_B,agreement,AGENCY
ACC5286,07/15/2025,Organic,Campaign_B,,agency
ACC5287,2025-07-10,Googel Ads,Campaign_B,paper,Normal
ACC5288,2025-07-30,LinkedIn,Campaign_B,,agency
ACC5289,2025-06-02,Referral,Campaign_A,ask,AGENCY
ACC5290,2025-07-27,LinkedIn,Campaign_C,,agency
ACC5291,07/15/2025,Organic,Campaign_A,,agency
ACC5292,2025-08-20,,Campaing_B,,Normal
ACC5293,07/15/2025,Referral,Campaign_C,house,AGENCY
ACC5294,07/15/2025,Referral,Campaing_B,,normal
ACC5295,2025-06-19,Google Ads,Campaign_A,continue,AGENCY
ACC5296,2025-08-11,LinkedIn,Campaign_B,successful,AGENCY
ACC5297,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC5298,2025-07-13,LinkedIn,Campaign_A,,normal
ACC5299,07/15/2025,Referral,Campaing_B,college,AGENCY
ACC5300,2025/08/01,Referral,Campaign_A,garden,AGENCY
ACC5301,07/15/2025,Googel Ads,Campaign_C,section,Normal
ACC5302,07/15/2025,Google Ads,Campaign_A,,AGENCY
ACC5303,07/15/2025,,Campaign_A,rock,AGENCY
ACC5304,2025/08/01,,Campaing_B,,Normal
ACC5305,07/15/2025,Organic,Campaing_B,friend,Normal
ACC5306,2025-07-22,Organic,Campaign_B,participant,normal
ACC5307,07/15/2025,LinkedIn,Campaign_C,,AGENCY
ACC5308,07/15/2025,Organic,Campaign_A,,AGENCY
ACC5309,2025/08/01,Organic,Campaign_B,customer,agency
ACC5310,2025/08/01,Googel Ads,Campaing_B,,Normal
ACC5311,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC5312,2025/08/01,Googel Ads,Campaign_C,,normal
ACC5313,2025/08/01,,Campaign_B,tonight,AGENCY
ACC5314,07/15/2025,Referral,Campaign_B,result,agency
ACC5315,2025/08/01,Referral,Campaing_B,much,agency
ACC5316,2025/08/01,Googel Ads,Campaign_A,,normal
ACC5317,07/15/2025,Googel Ads,Campaign_C,risk,Normal
ACC5318,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC5319,2025/08/01,LinkedIn,Campaign_B,rather,Normal
ACC5320,07/15/2025,LinkedIn,Campaign_B,,AGENCY
ACC5321,2025/08/01,Googel Ads,Campaing_B,range,agency
ACC5322,2025-08-22,LinkedIn,Campaing_B,,AGENCY
ACC5323,2025/08/01,Googel Ads,Campaign_C,participant,AGENCY
ACC5324,07/15/2025,,Campaign_A,,agency
ACC5325,07/15/2025,Googel Ads,Campaign_C,,Normal
ACC5326,2025/08/01,Googel Ads,Campaign_C,,normal
ACC5327,07/15/2025,Googel Ads,Campaing_B,,AGENCY
ACC5328,2025/08/01,Organic,Campaign_B,,agency
ACC5329,2025/08/01,Organic,Campaign_B,develop,AGENCY
ACC5330,2025-08-13,Googel Ads,Campaign_A,,agency
ACC5331,07/15/2025,Organic,Campaign_B,this,normal
ACC5332,07/15/2025,Referral,Campaing_B,,AGENCY
ACC5333,07/15/2025,Organic,Campaing_B,,Normal
ACC5334,07/15/2025,Organic,Campaign_C,may,agency
