account_id,signup_date,utm_source,utm_campaign,ref,account_type,month_year,status,renewal_count,conversion_flag,billing_cycle_end_date,trial_end_date,cancel_reason,status_new
ACC5026,2025-07-02,LinkedIn,Campaign_B,need,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5027,2025-08-27,Referral,Campaign_A,foreign,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5028,2025-08-01,Referral,Campaign_C,popular,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5029,2025-08-01,LinkedIn,Campaign_C,,Normal,2025-08,Canceled,0.0,no,2025-06-06,2025-06-11,price,dropped after trial
ACC5030,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5031,2025-08-03,Google Ads,Campaign_B,level,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5032,2025-07-15,LinkedIn,Campaign_B,market,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5033,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5034,2025-07-15,Referral,Campaign_A,trial,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5035,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5036,2025-08-26,LinkedIn,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5037,2025-07-15,Organic,Campaign_C,,Normal,2025-07,Trialing,2.0,yes,2025-08-27,2025-08-20,,Trialing
ACC5038,2025-06-26,Google Ads,Campaign_B,back,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5039,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Active,0.0,yes,2025-08-16,2025-07-16,competitor,Active
ACC5040,2025-07-24,Organic,Campaign_B,year,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5041,2025-07-15,LinkedIn,Campaign_B,model,Agency,2025-07,Canceled,0.0,yes,2025-08-07,2025-06-26,churned,churned
ACC5042,2025-07-15,Organic,Campaign_C,nation,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5043,2025-06-23,LinkedIn,Campaign_A,,Agency,2025-06,Active,,yes,2025-06-14,2025-07-05,,Active
ACC5044,2025-06-11,Google Ads,Campaign_A,,Agency,2025-06,Active,2.0,yes,2025-08-06,2025-08-12,price,Active
ACC5045,2025-08-01,Referral,Campaign_C,risk,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5046,2025-06-06,Unknown,Campaign_A,science,Normal,2025-06,Active,,yes,2025-08-18,2025-06-17,churned,Active
ACC5047,2025-07-15,Referral,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5048,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5049,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5050,2025-07-15,Organic,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5051,2025-08-18,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5052,2025-08-01,Referral,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5053,2025-08-06,Referral,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5054,2025-08-01,Organic,Campaign_B,month,Agency,2025-08,Trialing,0.0,no,2025-08-11,2025-08-10,price,Trialing
ACC5055,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Active,1.0,no,2025-07-13,2025-06-30,churned,Active
ACC5056,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Canceled,,yes,2025-07-03,2025-07-13,,churned
ACC5057,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Canceled,0.0,yes,2025-07-30,2025-07-02,churned,churned
ACC5058,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5059,2025-08-01,LinkedIn,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5060,2025-07-15,LinkedIn,Campaign_B,affect,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5061,2025-07-15,Organic,Campaign_B,him,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5062,2025-07-03,Unknown,Campaign_C,,Normal,2025-07,Trialing,2.0,yes,2025-08-12,2025-08-15,churned,Trialing
ACC5063,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5064,2025-07-15,Google Ads,Campaign_A,,Agency,2025-07,Active,1.0,no,2025-08-13,2025-07-02,competitor,Active
ACC5065,2025-08-01,Unknown,Campaign_B,stay,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5066,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5067,2025-08-01,Google Ads,Campaign_A,challenge,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5068,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5069,2025-07-25,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5070,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5071,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Active,0.0,no,2025-06-16,2025-08-20,price,Active
ACC5072,2025-07-15,Referral,Campaign_A,trade,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5073,2025-07-26,Unknown,Campaign_A,,Agency,2025-07,Canceled,2.0,no,2025-06-19,2025-06-12,,dropped after trial
ACC5074,2025-06-23,Google Ads,Campaign_B,us,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC5075,2025-07-15,Google Ads,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5076,2025-07-05,Unknown,Campaign_A,,Normal,2025-07,Trialing,-1.0,yes,2025-07-24,2025-07-09,,Trialing
ACC5077,2025-08-24,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5078,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5079,2025-08-15,Organic,Campaign_B,by,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5080,2025-08-01,Google Ads,Campaign_C,research,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5081,2025-07-23,Organic,Campaign_B,red,Normal,2025-07,Active,,no,2025-06-07,2025-06-25,price,Active
ACC5082,2025-07-15,Organic,Campaign_B,memory,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5083,2025-06-19,Organic,Campaign_A,agent,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5084,2025-06-26,Organic,Campaign_C,yet,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC5085,2025-07-15,Referral,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5086,2025-08-23,Organic,Campaign_B,,Agency,2025-08,Canceled,0.0,yes,2025-06-20,2025-06-20,churned,churned
ACC5087,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Active,,yes,2025-07-08,2025-08-05,,Active
ACC5088,2025-08-21,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5089,2025-06-17,Referral,Campaign_B,house,Agency,2025-06,Canceled,,no,2025-08-20,2025-07-10,,dropped after trial
ACC5090,2025-07-15,Google Ads,Campaign_B,others,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5091,2025-07-15,Google Ads,Campaign_B,if,Normal,2025-07,Canceled,-1.0,yes,2025-07-19,2025-06-16,,churned
ACC5092,2025-08-03,LinkedIn,Campaign_C,,Agency,2025-08,Active,0.0,yes,2025-08-30,2025-07-27,,Active
ACC5093,2025-07-15,Referral,Campaign_A,,Agency,2025-07,Trialing,-1.0,no,2025-08-25,2025-08-13,,Trialing
ACC5094,2025-07-15,Organic,Campaign_C,today,Agency,2025-07,Canceled,1.0,no,2025-07-25,2025-08-07,,dropped after trial
ACC5095,2025-07-15,Google Ads,Campaign_A,magazine,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5096,2025-08-01,Referral,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5097,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Canceled,2.0,no,2025-08-04,2025-07-03,price,dropped after trial
ACC5098,2025-08-01,Organic,Campaign_C,win,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5099,2025-08-29,Google Ads,Campaign_C,though,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5100,2025-07-15,Organic,Campaign_C,herself,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5101,2025-07-15,LinkedIn,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5102,2025-08-16,Google Ads,Campaign_B,,Normal,2025-08,Trialing,2.0,yes,2025-08-29,2025-08-25,churned,Trialing
ACC5103,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5104,2025-07-15,LinkedIn,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5105,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5106,2025-07-15,Unknown,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5107,2025-07-15,LinkedIn,Campaign_B,opportunity,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5108,2025-07-21,Referral,Campaign_C,,Normal,2025-07,Active,1.0,yes,2025-07-07,2025-07-01,,Active
ACC5109,2025-08-01,Unknown,Campaign_A,article,Agency,2025-08,Active,,no,2025-08-26,2025-08-30,churned,Active
ACC5110,2025-08-01,LinkedIn,Campaign_A,design,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5111,2025-08-01,Organic,Campaign_B,else,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5112,2025-07-15,Organic,Campaign_B,rather,Normal,2025-07,Canceled,,no,2025-07-28,2025-08-12,price,dropped after trial
ACC5113,2025-08-21,Unknown,Campaign_B,,Normal,2025-08,Trialing,,no,2025-06-14,2025-08-04,competitor,Trialing
ACC5114,2025-08-01,Google Ads,Campaign_B,building,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5115,2025-08-01,Organic,Campaign_B,stop,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5116,2025-07-13,Google Ads,Campaign_B,far,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5117,2025-07-15,Google Ads,Campaign_C,appear,Normal,2025-07,Active,,yes,2025-06-04,2025-06-22,price,Active
ACC5118,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5119,2025-07-15,Unknown,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5120,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5121,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5122,2025-07-15,Unknown,Campaign_C,seem,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5123,2025-07-22,Google Ads,Campaign_B,white,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5124,2025-08-01,Organic,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5125,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5126,2025-06-18,Google Ads,Campaign_B,ask,Normal,2025-06,Canceled,,no,2025-08-15,2025-07-16,churned,dropped after trial
ACC5127,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5128,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Canceled,-1.0,yes,2025-06-02,2025-07-01,churned,churned
ACC5129,2025-07-15,Unknown,Campaign_C,daughter,Agency,2025-07,Active,,no,2025-08-18,2025-07-14,churned,Active
ACC5130,2025-07-15,Unknown,Campaign_A,,Agency,2025-07,Active,,no,2025-06-07,2025-07-25,,Active
ACC5131,2025-07-15,Google Ads,Campaign_C,participant,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5132,2025-07-24,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5133,2025-08-28,Unknown,Campaign_B,,Normal,2025-08,Canceled,-1.0,no,2025-07-16,2025-06-18,price,dropped after trial
ACC5134,2025-08-01,Google Ads,Campaign_A,top,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5135,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Canceled,1.0,yes,2025-08-16,2025-07-19,,churned
ACC5136,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5137,2025-07-15,LinkedIn,Campaign_A,,Normal,2025-07,Canceled,,yes,2025-08-16,2025-07-15,churned,churned
ACC5138,2025-08-01,LinkedIn,Campaign_C,before,Normal,2025-08,Active,2.0,no,2025-08-03,2025-08-03,churned,Active
ACC5139,2025-07-30,Google Ads,Campaign_B,,Normal,2025-07,Trialing,,no,2025-06-06,2025-06-13,,Trialing
ACC5140,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5141,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5142,2025-07-15,Unknown,Campaign_A,pressure,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5143,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5144,2025-06-30,Organic,Campaign_A,break,Agency,2025-06,Active,-1.0,no,2025-07-30,2025-07-24,competitor,Active
ACC5145,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5146,2025-06-04,LinkedIn,Campaign_A,,Normal,2025-06,Canceled,-1.0,yes,2025-07-13,2025-08-18,price,churned
ACC5147,2025-07-18,Organic,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5148,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5149,2025-08-01,Referral,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5150,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Trialing,,yes,2025-07-06,2025-07-12,price,Trialing
ACC5151,2025-07-15,Unknown,Campaign_C,act,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5152,2025-07-09,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5153,2025-08-18,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5154,2025-06-02,Google Ads,Campaign_B,star,Agency,2025-06,Canceled,,no,2025-08-16,2025-06-02,churned,dropped after trial
ACC5155,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Canceled,0.0,yes,2025-06-19,2025-06-14,competitor,churned
ACC5156,2025-07-15,Referral,Campaign_C,tonight,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5157,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Active,1.0,yes,2025-06-06,2025-08-25,price,Active
ACC5158,2025-08-01,Unknown,Campaign_B,decision,Normal,2025-08,Active,,yes,2025-06-25,2025-07-25,price,Active
ACC5159,2025-08-01,Unknown,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5160,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5161,2025-07-24,LinkedIn,Campaign_B,,Agency,2025-07,Active,2.0,no,2025-08-18,2025-07-09,competitor,Active
ACC5162,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Trialing,-1.0,no,2025-08-07,2025-08-08,competitor,Trialing
ACC5163,2025-07-15,Unknown,Campaign_B,memory,Agency,2025-07,Canceled,-1.0,yes,2025-06-19,2025-06-18,competitor,churned
ACC5164,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5165,2025-08-01,Referral,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5166,2025-07-15,Referral,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5167,2025-07-15,Unknown,Campaign_A,level,Agency,2025-07,Active,1.0,no,2025-08-24,2025-08-02,price,Active
ACC5168,2025-07-15,Google Ads,Campaign_B,exist,Normal,2025-07,Canceled,1.0,yes,2025-08-30,2025-07-09,churned,churned
ACC5169,2025-08-01,Organic,Campaign_B,thought,Normal,2025-08,Canceled,,yes,2025-06-30,2025-08-06,churned,churned
ACC5170,2025-08-01,Organic,Campaign_B,pattern,Agency,2025-08,Active,0.0,yes,2025-07-02,2025-06-24,price,Active
ACC5171,2025-08-27,Organic,Campaign_A,,Agency,2025-08,Canceled,2.0,yes,2025-06-01,2025-07-01,churned,churned
ACC5172,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5173,2025-08-01,Referral,Campaign_B,,Agency,2025-08,Canceled,,yes,2025-07-16,2025-06-24,,churned
ACC5174,2025-06-13,Referral,Campaign_B,,Agency,2025-06,Trialing,0.0,yes,2025-08-10,2025-08-09,churned,Trialing
ACC5175,2025-07-15,Google Ads,Campaign_B,trial,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5176,2025-07-08,Organic,Campaign_B,quite,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5177,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5178,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Canceled,,yes,2025-06-27,2025-07-22,churned,churned
ACC5179,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Trialing,1.0,no,2025-06-30,2025-08-13,competitor,Trialing
ACC5180,2025-06-02,LinkedIn,Campaign_C,,Agency,2025-06,Active,2.0,no,2025-07-17,2025-06-17,competitor,Active
ACC5181,2025-07-15,Google Ads,Campaign_B,save,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5182,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5183,2025-06-15,Organic,Campaign_A,turn,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5184,2025-07-15,Referral,Campaign_A,,Agency,2025-07,Active,0.0,no,2025-08-14,2025-06-03,churned,Active
ACC5185,2025-08-24,Google Ads,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5186,2025-07-15,Unknown,Campaign_A,travel,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5187,2025-06-11,Google Ads,Campaign_B,,Agency,2025-06,Canceled,-1.0,no,2025-08-26,2025-06-09,price,dropped after trial
ACC5188,2025-08-01,Organic,Campaign_B,social,Agency,2025-08,Active,0.0,no,2025-06-25,2025-07-23,competitor,Active
ACC5189,2025-08-01,Organic,Campaign_C,foreign,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5190,2025-06-28,Referral,Campaign_B,within,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC5191,2025-06-22,Google Ads,Campaign_B,,Agency,2025-06,Active,,yes,2025-07-19,2025-08-18,price,Active
ACC5192,2025-07-26,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5193,2025-08-01,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5194,2025-07-07,Google Ads,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5195,2025-06-23,Organic,Campaign_B,,Normal,2025-06,Trialing,,yes,2025-08-29,2025-08-07,competitor,Trialing
ACC5196,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5197,2025-08-01,Unknown,Campaign_C,sign,Normal,2025-08,Canceled,-1.0,no,2025-07-26,2025-06-06,competitor,dropped after trial
ACC5198,2025-07-15,Organic,Campaign_C,apply,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5199,2025-06-29,Unknown,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5200,2025-08-17,Google Ads,Campaign_A,,Agency,2025-08,Canceled,,yes,2025-07-03,2025-06-21,churned,churned
ACC5201,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5202,2025-07-15,Google Ads,Campaign_B,live,Agency,2025-07,Trialing,,no,2025-07-01,2025-06-08,price,Trialing
ACC5203,2025-08-01,Unknown,Campaign_A,,Agency,2025-08,Canceled,,yes,2025-08-18,2025-07-18,churned,churned
ACC5204,2025-07-17,LinkedIn,Campaign_B,loss,Agency,2025-07,Active,-1.0,no,2025-08-03,2025-07-10,,Active
ACC5205,2025-06-28,Referral,Campaign_C,,Agency,2025-06,Canceled,,yes,2025-08-10,2025-08-14,competitor,churned
ACC5206,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5207,2025-08-01,Google Ads,Campaign_B,most,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5208,2025-06-29,Google Ads,Campaign_B,,Normal,2025-06,Active,0.0,no,2025-06-10,2025-07-18,competitor,Active
ACC5209,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5210,2025-08-01,Google Ads,Campaign_C,oil,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5211,2025-08-01,LinkedIn,Campaign_C,top,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5212,2025-07-03,Referral,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5213,2025-07-15,Google Ads,Campaign_A,,Normal,2025-07,Trialing,,yes,2025-07-24,2025-07-21,,Trialing
ACC5214,2025-07-20,Unknown,Campaign_A,,Agency,2025-07,Canceled,1.0,no,2025-06-12,2025-06-29,churned,dropped after trial
ACC5215,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5216,2025-08-01,Google Ads,Campaign_B,name,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5217,2025-08-14,Google Ads,Campaign_C,sense,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5218,2025-08-21,Unknown,Campaign_C,,Normal,2025-08,Canceled,,no,2025-06-03,2025-07-19,churned,dropped after trial
ACC5219,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5220,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5221,2025-07-06,Unknown,Campaign_A,she,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5222,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5223,2025-08-01,Unknown,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5224,2025-07-19,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5225,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5226,2025-08-04,LinkedIn,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5227,2025-06-13,LinkedIn,Campaign_B,,Normal,2025-06,Active,2.0,yes,2025-07-06,2025-07-29,price,Active
ACC5228,2025-08-01,Google Ads,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5229,2025-08-01,Google Ads,Campaign_B,sell,Agency,2025-08,Canceled,,no,2025-07-25,2025-06-22,,dropped after trial
ACC5230,2025-08-01,Unknown,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5231,2025-08-01,Unknown,Campaign_C,order,Normal,2025-08,Active,0.0,yes,2025-07-10,2025-08-02,,Active
ACC5232,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5233,2025-08-01,Referral,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5234,2025-07-15,LinkedIn,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5235,2025-08-01,Organic,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5236,2025-08-01,LinkedIn,Campaign_B,anyone,Normal,2025-08,Canceled,2.0,yes,2025-06-23,2025-08-03,competitor,churned
ACC5237,2025-07-15,Unknown,Campaign_A,,Agency,2025-07,Trialing,,yes,2025-06-11,2025-08-15,competitor,Trialing
ACC5238,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5239,2025-08-06,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5240,2025-06-08,Referral,Campaign_B,,Normal,2025-06,Trialing,0.0,yes,2025-08-25,2025-06-03,churned,Trialing
ACC5241,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Canceled,1.0,yes,2025-08-21,2025-07-13,competitor,churned
ACC5242,2025-07-15,Organic,Campaign_B,us,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC5243,2025-07-15,Unknown,Campaign_B,third,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5244,2025-06-22,LinkedIn,Campaign_B,spring,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5245,2025-07-15,Organic,Campaign_B,ready,Agency,2025-07,Canceled,-1.0,yes,2025-06-19,2025-06-13,churned,churned
ACC5246,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5247,2025-07-06,Organic,Campaign_B,possible,Agency,2025-07,Active,,yes,2025-08-10,2025-07-02,churned,Active
ACC5248,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5249,2025-07-15,Referral,Campaign_A,,Normal,2025-07,Trialing,1.0,no,2025-07-27,2025-07-30,price,Trialing
ACC5250,2025-06-01,Google Ads,Campaign_A,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5251,2025-08-29,Unknown,Campaign_B,,Normal,2025-08,Active,,no,2025-06-24,2025-06-29,,Active
ACC5252,2025-06-14,Google Ads,Campaign_C,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC5253,2025-07-15,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5254,2025-06-22,Google Ads,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC5255,2025-08-01,Google Ads,Campaign_B,bad,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC5256,2025-07-15,Referral,Campaign_B,,Normal,2025-07,Active,1.0,yes,2025-07-04,2025-06-10,,Active
ACC5257,2025-07-15,Unknown,Campaign_B,war,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC5258,2025-08-01,Google Ads,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC5259,2025-08-24,Google Ads,Campaign_A,play,Normal,2025-08,Active,2.0,yes,2025-08-16,2025-06-24,price,Active
ACC5260,2025-07-28,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
